"IRD_ID","IRD_VEH_ID","IRD_TRIP_ID","IRD_DEV_START_AT","IRD_DEV_END_AT","IRD_DEV_START_LOC","IRD_DEV_START_CITY","IRD_DEV_START_DIS","IRD_DEV_START_STATE","IRD_DEV_END_LOC","IRD_DEV_END_CITY","IRD_DEV_END_DIS","IRD_DEV_END_STATE","IRD_DEV_DUR_IN_MINS","IRD_DEV_CREATED_AT","IRD_DEV_CREATED_BY","IRD_DEV_UPDATED_AT","IRD_DEV_UPDATED_BY","IRD_DEV_MSG","IRD_IS_DONE","IS_CHECKED"
160976,"1730","0682069476","2015-10-09 09:53:29","2015-10-09 10:10:01","0.23 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.06 Km. N From DELHI TERMINAL","Delhi"," Delhi","Delhi",16,"2015-10-09 16:35:06","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,0
160975,"6348","0682069514","2015-10-09 11:04:24","2015-10-09 11:11:16","0.53 Km. NW From SIDHARTH AUTOMOBILES","Nagina"," Bijnor","Uttar Pradesh","0.27 Km. NE From Nandpur","Nagina"," Bijnor","Uttar Pradesh",6,"2015-10-09 16:34:12","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,0
160974,"6348","0682069514","2015-10-09 10:54:15","2015-10-09 10:59:48","0.98 Km. W From Bundki","Najibabad"," Bijnor","Uttar Pradesh","0.96 Km. S From Hagarur","Najibabad"," Bijnor","Uttar Pradesh",5,"2015-10-09 16:34:12","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,0
160973,"2031","0682068310","2015-10-09 15:12:09","2015-10-09 15:19:53","0.37 Km.  W From Fatehabad","Fatehabad"," Fatehabad","Haryana","0.64 Km. W From INDORA FILLING STATION","Fatehabad"," Fatehabad","Haryana",7,"2015-10-09 16:31:37","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,0
160972,"2244","0682068035","2015-10-09 09:23:22","2015-10-09 09:36:04","0.08 Km. SE From SIDDARTH FILLING STATION","Ambala"," Ambala","Haryana","0.03 Km. S From SIDDARTH FILLING STATION","Ambala"," Ambala","Haryana",12,"2015-10-09 16:29:00","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,0
160971,"2244","0682068035","2015-10-09 09:15:52","2015-10-09 09:22:52","0.02 Km. SE From SIDDARTH FILLING STATION","Ambala"," Ambala","Haryana","0.04 Km. S From SIDDARTH FILLING STATION","Ambala"," Ambala","Haryana",7,"2015-10-09 16:28:58","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,0
160970,"2790","0682069446","2015-10-09 14:11:57","2015-10-09 14:17:38","1.94 Km. NW From Theka Wine Shop","Bhiwani"," Bhiwani","Haryana","0.83 Km. SE From Sangariya Railway Station","Bhiwani"," Bhiwani","Haryana",5,"2015-10-09 16:26:43","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160969,"6703","0682069474","2015-10-09 10:39:07","2015-10-09 11:02:29","0.62 Km. SW From State Bank","Jalandhar - II"," - II,"," II,Jalandhar-Punjab","0.02 Km. SW From SHIVA SHAKTI FILLING STN-281","Kapurthala"," -281;Kapurthala,","281;Kapurthala,Kapurthala-Punjab",23,"2015-10-09 16:23:44","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160968,"6703","0682069474","2015-10-09 10:04:03","2015-10-09 10:15:05","0.06 Km. NW From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",11,"2015-10-09 16:23:41","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160967,"5418","0682069410","2015-10-09 12:46:04","2015-10-09 13:10:14","3.56 Km. NW From D N Palya bust stand","Nelamangala"," Bangalore (Rural)","Karnataka","0.12 Km. SW From Davangere Benne Dosa Shack","Nelamangala"," Bangalore (Rural)","Karnataka",24,"2015-10-09 16:22:46","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160966,"1222","0682069258","2015-10-09 12:07:38","2015-10-09 12:31:57","3.92 Km.  SE From Lalgopalganj","Soraon"," Pratapgarh","Uttar Pradesh","0.29 Km. N From SHAHEED VIJAY FILLING STATION","Soraon"," Allahabad","Uttar Pradesh",24,"2015-10-09 16:21:25","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160965,"1222","0682069258","2015-10-09 09:52:00","2015-10-09 10:18:42","0.22 Km. S From Indian Oil Corporation","Allahabad"," Allahabad","Uttar Pradesh","0.00 Km. NE From Main Gate-Allahabad Terminal","Allahabad"," -Allahabad Terminal;Allahabad,","Allahabad Terminal;Allahabad,Allahabad-Uttar Pradesh",26,"2015-10-09 16:21:18","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160964,"7021","0682069365","2015-10-09 10:04:09","2015-10-09 10:15:10","0.12 Km. N From Prakash Dhaba","Gonda"," Gonda","Uttar Pradesh","0.04 Km. N From GONDA DEPOT","Gonda"," Gonda","Uttar Pradesh",11,"2015-10-09 16:16:57","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160963,"1970","0682069302","2015-10-09 09:52:41","2015-10-09 10:06:25","0.06 Km. W From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.10 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",13,"2015-10-09 16:13:52","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160962,"3766","0682068989","2015-10-09 15:43:49","2015-10-09 15:51:33","0.85 Km. E From FRIGERIO CONSERVA ALLANA LTD","Koil"," Aligarh","Uttar Pradesh","0.03 Km. NW From Canal Vishal Place","Koil"," Aligarh","Uttar Pradesh",7,"2015-10-09 16:11:23","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160961,"3766","0682068989","2015-10-09 15:43:49","2015-10-09 15:51:33","0.85 Km. E From FRIGERIO CONSERVA ALLANA LTD","Koil"," Aligarh","Uttar Pradesh","0.03 Km. NW From Canal Vishal Place","Koil"," Aligarh","Uttar Pradesh",7,"2015-10-09 16:11:05","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160960,"4870","0682069344","2015-10-09 12:14:33","2015-10-09 12:21:05","0.01 Km.  SE From Srnivasa Bar & , Sunkadakatte (Near Viranpalya)",", Sunkadakatte (Near Viranpalya);","  Sunkadakatte (Near Viranpalya);Banglore,Banglore","Karnataka","0.04 Km. S From Sankranti Family Garden Restaurant","Banglore"," Banglore","Karnataka",6,"2015-10-09 16:08:42","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160959,"4870","0682069344","2015-10-09 11:47:09","2015-10-09 11:54:07","0.02 Km.  SW From KRS Gowda Open Air , HMT Colony",", HMT Colony;","  HMT Colony;Banglore,Banglore","Karnataka","0.03 Km.  NE From Reliance Fresh , Raja Industrial Estate",", Raja Industrial Estate;","  Raja Industrial Estate;Banglore,Banglore","Karnataka",6,"2015-10-09 16:08:39","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160958,"303","0682069128","2015-10-09 09:49:06","2015-10-09 10:14:27","0.02 Km. NE From Jayrampur","Jhansi"," Jhansi","Uttar Pradesh","0.00 Km. E From Jiwali","Jhansi"," Jhansi","Uttar Pradesh",25,"2015-10-09 16:05:57","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160957,"4032","0682069126","2015-10-09 09:52:10","2015-10-09 10:01:17","0.17 Km. NE From MMT TT EXIT GATE","Mathura"," Mathura","Uttar Pradesh","0.12 Km. N From MMT TT EXIT GATE","Mathura"," Mathura","Uttar Pradesh",9,"2015-10-09 16:04:44","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160956,"4032","0682069126","2015-10-09 09:52:10","2015-10-09 10:01:17","0.17 Km. NE From MMT TT EXIT GATE","Mathura"," Mathura","Uttar Pradesh","0.12 Km. N From MMT TT EXIT GATE","Mathura"," Mathura","Uttar Pradesh",9,"2015-10-09 16:04:18","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160955,"953","0682068598","2015-10-09 14:11:24","2015-10-09 15:59:57","0.43 Km. S From Mahindra Resort","Pratapgarh"," Pratapgarh","Uttar Pradesh","0.05 Km. N From SURYA HIGHWAYS","Kadipur"," Sultanpur","Uttar Pradesh",108,"2015-10-09 16:03:30","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160954,"953","0682068598","2015-10-09 09:54:53","2015-10-09 10:02:21","0.21 Km. NW From TT Parking Area-Allahabad Terminal","Allahabad"," -Allahabad Terminal;Allahabad,","Allahabad Terminal;Allahabad,Allahabad-Uttar Pradesh","0.01 Km. NW From Main Gate-Allahabad Terminal","Allahabad","-Allahabad Terminal;Allahabad,","Allahabad Terminal;Allahabad,Allahabad-Uttar Pradesh",7,"2015-10-09 16:03:18","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160953,"3386","0682069235","2015-10-09 10:22:34","2015-10-09 10:34:31","1.15 Km. SE From Prakash Engineering Works","Rewari"," Rewari","Haryana","0.82 Km. SW From BARMALT (INDIA) LTD","Rewari"," Rewari","Haryana",11,"2015-10-09 15:56:35","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160952,"1767","0682069276","2015-10-09 09:52:29","2015-10-09 10:09:04","0.10 Km. E From SIDDARTH FILLING STATION","Ambala"," Ambala","Haryana","0.01 Km. SE From AOD AMBALA","Ambala"," Ambala","Haryana",16,"2015-10-09 15:55:19","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160951,"6194","0682069161","2015-10-09 15:11:21","2015-10-09 15:18:24","0.39 Km. E From Alkama Public School","Sambhal"," Moradabad","Uttar Pradesh","0.05 Km. SW From JANTA FILLING STATION","Sambhal"," Moradabad","Uttar Pradesh",7,"2015-10-09 15:51:50","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160950,"6194","0682069161","2015-10-09 14:02:23","2015-10-09 14:09:13","0.30 Km. W From SGRR Public School","Amroha"," Jyotiba Phule Nagar","Uttar Pradesh","0.09 Km. E From Kundan Model Inter College, Amroha",", Amroha;","  Amroha;Amroha,Jyotiba Phule Nagar","Uttar Pradesh",6,"2015-10-09 15:51:47","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160949,"6194","0682069161","2015-10-09 10:56:32","2015-10-09 11:09:35","0.23 Km. S From TAYAL AUTO","Najibabad"," Bijnor","Uttar Pradesh","0.46 Km. S From TAYAL AUTO","Najibabad"," Bijnor","Uttar Pradesh",13,"2015-10-09 15:51:40","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160948,"6194","0682069161","2015-10-09 10:19:32","2015-10-09 10:31:32","0.11 Km. N From NAJIBABAD DEPOT","Najibabad"," Bijnor","Uttar Pradesh","0.05 Km. NE From NAJIBABAD DEPOT EXIT GATE","Najibabad"," Bijnor","Uttar Pradesh",12,"2015-10-09 15:51:38","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160947,"5370","0682069155","2015-10-09 10:23:05","2015-10-09 11:15:41","0.91 Km. N From railway track crossing towards white field","Hosakote"," Bangalore (Rural)","Karnataka","0.02 Km. NW From Rpf Fire Station","Banglore"," Banglore","Karnataka",52,"2015-10-09 15:50:39","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160946,"1249","0682068981","2015-10-09 15:22:32","2015-10-09 15:28:02","0.62 Km. S From LATA AUTOMOBILES","Basti"," Sant Kabir Nagar","Uttar Pradesh","1.29 Km. N From ANJANI FILLING STATION","Basti"," Sant Kabir Nagar","Uttar Pradesh",5,"2015-10-09 15:46:51","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160945,"364","0682068818","2015-10-09 14:30:47","2015-10-09 14:37:48","0.21 Km. SW From Baiswara Degree College","Lalganj"," Rae Bareilly","Uttar Pradesh","0.29 Km. E From Subash Cinema","Lalganj"," Rae Bareilly","Uttar Pradesh",7,"2015-10-09 15:46:34","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160944,"364","0682068818","2015-10-09 11:45:58","2015-10-09 11:52:02","0.66 Km. E From Bharat Sanchar Nigam","Unnao"," Unnao","Uttar Pradesh","0.06 Km. SW From VANDAM FILLING STATION ACHALG","Unnao"," Unnao","Uttar Pradesh",6,"2015-10-09 15:46:22","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160943,"5650","0682065956","2015-10-09 12:34:10","2015-10-09 13:08:25","0.07 Km. N From Police Station Arsekary","Arsikere"," Hassan","Karnataka","0.12 Km. S From Kalpataru Institute Of Technology","Tiptur"," Tumkur","Karnataka",34,"2015-10-09 15:45:08","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160942,"6128","0682069234","2015-10-09 10:07:37","2015-10-09 10:14:07","0.12 Km. NE From NAJIBABAD DEPOT","Najibabad"," Bijnor","Uttar Pradesh","0.09 Km. NE From NAJIBABAD DEPOT EXIT GATE","Najibabad"," Bijnor","Uttar Pradesh",6,"2015-10-09 15:42:25","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160941,"2959","0682069121","2015-10-09 11:46:33","2015-10-09 12:01:04","0.89 Km. NE From GURUKANWAR FILLING STATION","Payal"," Ludhiana","Punjab","0.02 Km. NE From S K S GREWAL FUEL POINT","Payal"," Ludhiana","Punjab",14,"2015-10-09 15:41:16","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160940,"2959","0682069121","2015-10-09 10:43:33","2015-10-09 10:49:03","0.35 Km. S From S K FILLING STATION","Dhuri"," Sangrur","Punjab","0.07 Km. S From Indian Oil Corporation Ltd.","Dhuri"," Sangrur","Punjab",5,"2015-10-09 15:41:12","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160939,"2959","0682069121","2015-10-09 10:13:11","2015-10-09 10:18:44","0.86 Km. N From SANGRUR TERMINAL","Sangrur"," Sangrur","Punjab","0.14 Km. NW From State Bank Of Patiala","Sangrur"," Sangrur","Punjab",5,"2015-10-09 15:41:10","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160938,"6943","0682069092","2015-10-09 13:25:47","2015-10-09 13:35:44","0.60 Km. W From Durgashwer Inter College","Safipur"," Unnao","Uttar Pradesh","0.67 Km. W From Durgashwer Inter College","Safipur"," Unnao","Uttar Pradesh",9,"2015-10-09 15:40:29","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160937,"4067","0682069230","2015-10-09 09:51:46","2015-10-09 10:10:23","0.03 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.08 Km. E From Gurunanak General Store","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",18,"2015-10-09 15:39:41","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160936,"5009","0682069216","2015-10-09 09:57:46","2015-10-09 10:05:22","0.17 Km. NE From Indian Oil Corporation Ltd.","Bijapur"," Bijapur","Karnataka","0.07 Km. N From Indian Oil Corporation Ltd.","Bijapur"," Bijapur","Karnataka",7,"2015-10-09 15:37:09","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160935,"6205","0682067895","2015-10-09 13:49:44","2015-10-09 13:56:11","0.38 Km. NW From Uttarakhand Properties","Rishikesh"," Dehradun","Uttaranchal","0.71 Km. SW From SHYAM LAL BALA PRASAD","Rishikesh"," Dehradun","Uttaranchal",6,"2015-10-09 15:35:48","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160934,"6205","0682067895","2015-10-09 09:13:21","2015-10-09 09:27:51","0.09 Km. NE From ROORKEE TOP","Roorkee"," Haridwar","Uttaranchal","0.07 Km. NE From ROORKEE TOP","Roorkee"," Haridwar","Uttaranchal",14,"2015-10-09 15:35:38","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160933,"5622","0682067613","2015-10-09 14:59:18","2015-10-09 15:08:10","0.84 Km. NE From Hotel Sri Raghavendra","Channarayapatna"," Hassan","Karnataka","0.36 Km. NE From KARNATAKA CO-OP  MILK","Channarayapatna"," -OP  MILK;Channarayapatna,","OP  MILK;Channarayapatna,Hassan-Karnataka",8,"2015-10-09 15:34:53","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160932,"5622","0682067613","2015-10-09 13:20:51","2015-10-09 13:52:53","0.05 Km. E From HASSAN TOP","Hassan"," Hassan","Karnataka","0.03 Km. SW From HASSAN TOP","Hassan"," Hassan","Karnataka",32,"2015-10-09 15:34:50","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160931,"5622","0682067613","2015-10-09 10:31:34","2015-10-09 10:39:10","0.15 Km. S From HASSAN TOP","Hassan"," Hassan","Karnataka","0.09 Km. SW From HASSAN TOP","Hassan"," Hassan","Karnataka",7,"2015-10-09 15:34:43","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160930,"1762","0682069073","2015-10-09 10:07:32","2015-10-09 10:16:04","0.14 Km. SE From HARYANA SERVICE STATION","Ambala"," Ambala","Haryana","0.13 Km. NW From AOD AMBALA","Ambala"," Ambala","Haryana",8,"2015-10-09 15:29:27","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160929,"2979","0682069090","2015-10-09 10:08:10","2015-10-09 10:15:04","0.16 Km. W From COMMANDANT","Meerut"," Meerut","Uttar Pradesh","0.62 Km. E From Shivaji Hospital","Meerut"," Meerut","Uttar Pradesh",6,"2015-10-09 15:27:45","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160928,"1493","0682068752","2015-10-09 10:28:27","2015-10-09 10:34:27","0.15 Km. N From Integrated Institute Of Technology","Delhi"," Delhi","Delhi","0.02 Km. E  From Kapurthala House , Dwarka",", Dwarka;","  Dwarka;Delhi,Delhi","Delhi",6,"2015-10-09 15:26:39","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160927,"1493","0682068752","2015-10-09 10:17:56","2015-10-09 10:23:27","0.29 Km. W From Mount Carmel Business School","Delhi"," Delhi","Delhi","0.23 Km. E From Unique Hospital","Delhi"," Delhi","Delhi",5,"2015-10-09 15:26:39","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160926,"7049","0682069061","2015-10-09 12:05:23","2015-10-09 12:12:15","2.41 Km. SE From Almatti Dam","Basavana Bagevadi"," Bijapur","Karnataka","2.95 Km. SE From SHRI REVANSIDDESHWAR PETROLEUM","Basavana Bagevadi"," Bijapur","Karnataka",6,"2015-10-09 15:25:42","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160925,"1888","0682068741","2015-10-09 09:44:54","2015-10-09 09:58:05","0.07 Km. SE From SIDDARTH FILLING STATION","Ambala"," Ambala","Haryana","0.02 Km. SE From SIDDARTH FILLING STATION","Ambala"," Ambala","Haryana",13,"2015-10-09 15:19:48","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160924,"7780","0682068896","2015-10-09 10:14:49","2015-10-09 10:42:29","0.41 Km. S  From Mata , Bijwasan",", Bijwasan;","  Bijwasan;Delhi,Delhi","Delhi","0.35 Km. E From Hotel Clark Greens","Delhi"," Delhi","Delhi",27,"2015-10-09 15:19:06","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160923,"5782","0682068783","2015-10-09 09:43:42","2015-10-09 09:49:10","0.05 Km. SW From MYSORE DEPOT","Mysore"," Mysore","Karnataka","0.05 Km. SW From MYSORE DEPOT","Mysore"," Mysore","Karnataka",5,"2015-10-09 15:13:16","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160922,"1154","0682068432","2015-10-09 10:01:18","2015-10-09 10:06:18","0.27 Km. S From Saroj Devi Girl Inter College","Allahabad"," Allahabad","Uttar Pradesh","0.43 Km. W From Saroj Devi Girl Inter College","Allahabad"," Allahabad","Uttar Pradesh",5,"2015-10-09 15:12:13","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160921,"1125","0682068479","2015-10-09 14:25:02","2015-10-09 15:02:10","0.18 Km. S From DEV SERVICE STATION","Patti"," Pratapgarh","Uttar Pradesh","0.06 Km. N From SURYA PETROLEUM","Lambhua"," Sultanpur","Uttar Pradesh",37,"2015-10-09 15:12:05","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160920,"5643","0682065841","2015-10-09 07:41:39","2015-10-09 08:17:32","0.19 Km. S From HASSAN TOP","Hassan"," Hassan","Karnataka","0.10 Km. SW From HASSAN TOP","Hassan"," Hassan","Karnataka",35,"2015-10-09 15:10:46","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160919,"2774","0682068986","2015-10-09 10:01:21","2015-10-09 10:09:23","0.05 Km. E From Punjab Motors - IOCL","Ambala"," - IOCL;Ambala,"," IOCL;Ambala,Ambala-Haryana","0.04 Km. N From Punjab Motors - IOCL","Ambala"," - IOCL;Ambala,"," IOCL;Ambala,Ambala-Haryana",8,"2015-10-09 15:09:46","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160918,"7136","0682068915","2015-10-09 09:59:10","2015-10-09 10:10:05","0.12 Km. N From Prakash Dhaba","Gonda"," Gonda","Uttar Pradesh","0.05 Km. N From GONDA DEPOT","Gonda"," Gonda","Uttar Pradesh",10,"2015-10-09 15:04:57","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160917,"5434","0682068065","2015-10-09 14:48:44","2015-10-09 14:55:13","1.87 Km. E From Bharat Petroleum Corporation Ltd.","Madhugiri"," Tumkur","Karnataka","0.05 Km. W From SRI SKANDA SERVICE STATION","Madhugiri"," Tumkur","Karnataka",6,"2015-10-09 15:02:49","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160916,"4143","0682069004","2015-10-09 10:01:52","2015-10-09 10:09:22","0.12 Km. SE From HARYANA SERVICE STATION","Ambala"," Ambala","Haryana","0.06 Km. SW From AOD AMBALA","Ambala"," Ambala","Haryana",7,"2015-10-09 14:56:13","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160915,"3220","0682068994","2015-10-09 11:51:57","2015-10-09 11:57:07","0.07 Km. N From Town Nuh","Nuh"," Gurgaon","Haryana","0.07 Km. E From NUH F/STN","Nuh"," Gurgaon","Haryana",5,"2015-10-09 14:53:16","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160914,"3220","0682068994","2015-10-09 10:19:27","2015-10-09 10:29:20","2.60 Km. NW From Bhavna Dhaba","Rewari"," Rewari","Haryana","0.80 Km. SW From BARMALT (INDIA) LTD","Rewari"," Rewari","Haryana",9,"2015-10-09 14:53:13","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160913,"1910","0682068553","2015-10-09 09:52:01","2015-10-09 09:57:36","0.06 Km. NW From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.10 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",5,"2015-10-09 14:51:30","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160912,"7166","0682068906","2015-10-09 12:28:36","2015-10-09 12:46:15","2.68 Km. E From Baragaon Toll Plaza","Pindra"," Sant Ravidas Nagar","Uttar Pradesh","0.07 Km. W From Airport Babatpur","Pindra"," Varanasi","Uttar Pradesh",17,"2015-10-09 14:50:55","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160911,"7166","0682068906","2015-10-09 10:48:47","2015-10-09 10:53:53","0.30 Km. W From Indra Dahba","Varanasi"," Varanasi","Uttar Pradesh","0.30 Km. W From Indra Dahba","Varanasi"," Varanasi","Uttar Pradesh",5,"2015-10-09 14:50:44","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160910,"7166","0682068906","2015-10-09 10:15:33","2015-10-09 10:23:00","0.08 Km. W From Saria Village","Chandauli"," Varanasi","Uttar Pradesh","0.01 Km. N From Sanjadpur Village","Chandauli"," Varanasi","Uttar Pradesh",7,"2015-10-09 14:50:41","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160909,"7166","0682068906","2015-10-09 09:40:47","2015-10-09 10:03:22","0.08 Km. N From MUGHALSARAI TERMINAL","Chandauli"," Varanasi","Uttar Pradesh","0.03 Km. NE From MUGHALSARAI TERMINAL","Chandauli"," Varanasi","Uttar Pradesh",22,"2015-10-09 14:50:40","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160908,"5270","0682068887","2015-10-09 11:06:37","2015-10-09 11:26:05","0.19 Km.  SW From Geeta , Belatur",", Belatur;","  Belatur;Banglore,Banglore","Karnataka","0.03 Km.  N From Masjid-E- Noor , B Narayanapura",", B Narayanapura;"," -E- Noor ,","E- Noor , B Narayanapura;Banglore,Banglore-Karnataka",19,"2015-10-09 14:49:41","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160907,"7701","0682068950","2015-10-09 11:10:12","2015-10-09 11:16:07","0.01 Km. S From Kullu Ka Cinema Hall","Kullu"," Kullu","Himachal Pradesh","0.71 Km. S From Mahadevi Tirth","Kullu"," Kullu","Himachal Pradesh",5,"2015-10-09 14:48:50","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160906,"7701","0682068950","2015-10-09 10:42:15","2015-10-09 10:50:47","0.01 Km. N From KULLU DEPOT","Kullu"," Kullu","Himachal Pradesh","0.02 Km. SE From Indian Oil Corporation Ltd.","Kullu"," Kullu","Himachal Pradesh",8,"2015-10-09 14:48:49","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160905,"7705","0682068949","2015-10-09 10:40:29","2015-10-09 11:31:24","0.03 Km. SW From KULLU DEPOT","Kullu"," Kullu","Himachal Pradesh","0.02 Km. NE From KULLU DEPOT","Kullu"," Kullu","Himachal Pradesh",50,"2015-10-09 14:45:41","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160904,"888","0682068892","2015-10-09 09:47:23","2015-10-09 09:52:23","0.08 Km. N From Prakash Dhaba","Gonda","Gonda","Uttar Pradesh","0.22 Km. S From Private Bus Stop Rahi","Gonda","Gonda","Uttar Pradesh",5,"2015-10-09 14:44:21","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160903,"2163","0682068891","2015-10-09 11:48:45","2015-10-09 11:58:16","0.39 Km. NW From G M","Chandigarh"," Chandigarh","Punjab","0.05 Km. S From TIWANA SERVICE STATION","Chandigarh"," Chandigarh","Haryana",9,"2015-10-09 14:44:16","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160902,"5425","0682068875","2015-10-09 12:17:56","2015-10-09 12:29:11","0.01 Km.  NW From Satyam Computer Services Limited , Richmond Town",", Richmond Town;","  Richmond Town;Banglore,Banglore","Karnataka","0.02 Km.  SE From Puttan Chitti Bhavan , Kalasipalyam",", Kalasipalyam;","  Kalasipalyam;Banglore,Banglore","Karnataka",11,"2015-10-09 14:42:32","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160901,"5425","0682068875","2015-10-09 11:44:54","2015-10-09 11:59:27","0.01 Km.  NE From Karnataka Tele Communication Office , Gautamapuram",", Gautamapuram;","  Gautamapuram;Banglore,Banglore","Karnataka","0.02 Km.  SE From Centurion , Shanthala Nagar",", Shanthala Nagar;","  Shanthala Nagar;Banglore,Banglore","Karnataka",14,"2015-10-09 14:42:30","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160900,"2798","0682067776","2015-10-09 14:04:15","2015-10-09 14:17:06","0.30 Km. W From Jain Tube Company","Ghaziabad"," Ghaziabad","Uttar Pradesh","0.12 Km. SE From Kharada","Ghaziabad"," Ghaziabad","Uttar Pradesh",12,"2015-10-09 14:41:28","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
