CAVL_SERV_PROVIDER|TRIP NO|Carrier No|TYPE OF CLOSURE|CLOSURE LOCATION|CLOSURE DATE & TIME|TOTAL TRIP DISTANCE|TOTAL DELIVERY TIME|TOTAL STOPPAGE TIME|STOPPAGE AT TOLLS|STOPPAGE AT SATE BORDER|STOPPAGE AT DEALER|Harsh Braking instances|Over speeding Instances|Night Driving Instances (2:00 AM to 5:00 AM)|DAY0|DAY1|DAY2|DAY3|DAY4|DAY5|DAY6|DAY7|DAY8|DAY9|DAY10|DAY11|DAY12|DAY13|DAY14|DAY15|DAY16|DAY17|DAY18|DAY19|DAY20
EFKON|4591665|NL01G5894|P|THE KOTHARI WHEELS-PUNE|17-Aug-2015 04:58|||113:15:21|0:51:27|5:35:29||0|0|2|25|332|109|136|420|139|231|74|||||||||||||
EFKON|4591665|NL01G5894|A|SUMANKIRTI CARS-PUNE|17-Aug-2015 05:23|1481|152:48:38|113:15:21|0:51:27|5:35:29||0|0|2|25|332|109|136|420|139|231|89|||||||||||||
EFKON|4591665|NL01G5894|A|CHOWGULE INDUSTRIES-PUNE|17-Aug-2015 05:23|1481|152:48:38|113:15:21|0:51:27|5:35:29||0|0|2|25|332|109|136|420|139|231|89|||||||||||||
EFKON|4591665|NL01G5894|P|PUNE|17-Aug-2015 04:33|||113:15:21|0:51:27|5:35:29||0|0|2|25|332|109|136|420|139|231|55|||||||||||||
EFKON|4596356|NL01G6466|A|MUNDRA PORT-MUNDRA|18-Aug-2015 00:05|1132|104:39:45|76:51:54||6:59:51||0|3|2|23|4|337|125|634|8|||||||||||||||
EFKON|1115437|NL01G7061|M||17-Aug-2015 00:00|||||||0|0|0|||||||||||||||||||||
EFKON|4593228|NL01G7381|A|SK WHEELS-RAIGAD|17-Aug-2015 08:48|1526|133:50:8|91:50:15||3:22:37||1|13|1|33|99|221|393|495|133|153||||||||||||||
EFKON|4592231|NL01G7938|A|CHOWGULE INDUSTRIES-PUNE|17-Aug-2015 04:44|1447|150:20:18|109:3:33|0:31:9|1:12:3||0|0|0|8|20|451|453|299|0|181|35|||||||||||||
EFKON|4592231|NL01G7938|A|CHOWGULE INDUSTRIES-PUNE|17-Aug-2015 05:38|1475|151:14:21|109:3:33|0:31:9|1:12:3||0|0|0|8|20|451|453|299|0|181|63|||||||||||||
EFKON|4596515|NL01G9011|A|SAI SERVICE STATION-VASAI|17-Aug-2015 08:41|1349|86:35:22|51:34:26||9:28:28||0|6|1|4|434|416|429|66||||||||||||||||
EFKON|4596515|NL01G9011|A|PARAMOUNT WHEELS-THANE|17-Aug-2015 09:03|1359|86:57:35|51:35:30||9:28:28||1|6|1|4|434|416|429|76||||||||||||||||
EFKON|4596475|NL01G9011|A|PARAMOUNT WHEELS-THANE|17-Aug-2015 09:03|1359|87:31:35|51:35:30||9:28:28||1|6|1|4|434|416|429|76||||||||||||||||
EFKON|4585930|NL01G9400|A|RAMLAL DURGADUTT MOTORS-NAGAON|17-Aug-2015 01:18|2179|240:2:3|175:20:44||||0|2|3|59|284|0|186|227|214|100|497|239|308|64||||||||||
EFKON|4590159|NL01K0434|A|SKCARS-SALEM|17-Aug-2015 15:33|2183|191:6:24|153:30:30|0:9:51|1:28:49||0|66|1|48|0|253|361|311|285|409|270|247||||||||||||
EFKON|4590152|NL01K0434|A|POPULAR VEHICLES AND SERVICES-CHENNAI|17-Aug-2015 15:33|2183|191:6:24|153:30:30|0:9:51|1:28:49||0|66|1|48|0|253|361|311|285|409|270|247||||||||||||
EFKON|4590158|NL01K0434|A|SKCARS-SALEM|17-Aug-2015 15:33|2183|191:6:24|153:30:30|0:9:51|1:28:49||0|66|1|48|0|253|361|311|285|409|270|247||||||||||||
EFKON|4590151|NL01K0434|A|MANDOVI MOTORS-BANGALORE|17-Aug-2015 15:33|2183|191:6:24|153:30:30|0:9:51|1:28:49||0|66|1|48|0|253|361|311|285|409|270|247||||||||||||
EFKON|4590157|NL01K0434|A|SKCARS-SALEM|17-Aug-2015 15:33|2183|191:6:24|153:30:30|0:9:51|1:28:49||0|66|1|48|0|253|361|311|285|409|270|247||||||||||||
EFKON|4590154|NL01K0434|A|AADHI CARS-COIMBATORE|17-Aug-2015 15:33|2183|191:6:24|153:30:30|0:9:51|1:28:49||0|66|1|48|0|253|361|311|285|409|270|247||||||||||||
EFKON|4590155|NL01K0434|A|SOLAMALAI AUTOMOBILES-MADURAI|17-Aug-2015 15:33|2183|191:6:24|153:30:30|0:9:51|1:28:49||0|66|1|48|0|253|361|311|285|409|270|247||||||||||||
EFKON|4590156|NL01K0434|A|SOLAMALAI AUTOMOBILES-MADURAI|17-Aug-2015 15:33|2183|191:6:24|153:30:30|0:9:51|1:28:49||0|66|1|48|0|253|361|311|285|409|270|247||||||||||||
EFKON|4590153|NL01K0434|A|KAPICO MOTORS-CHENNAI|17-Aug-2015 15:33|2183|191:6:24|153:30:30|0:9:51|1:28:49||0|66|1|48|0|253|361|311|285|409|270|247||||||||||||
EFKON|4591791|NL01K0437|A|SAKETH AUTOMOBILES-TUMKUR|17-Aug-2015 15:20|2238|162:20:47|104:41:22|1:55:23|0:12:58||0|2|0|52|40|204|499|419|364|409|250|||||||||||||
EFKON|4591792|NL01K0437|A|SAKETH AUTOMOBILES-TUMKUR|17-Aug-2015 15:20|2238|162:20:47|104:41:22|1:55:23|0:12:58||0|2|0|52|40|204|499|419|364|409|250|||||||||||||
EFKON|4591793|NL01K0437|A|SAKETH AUTOMOBILES-TUMKUR|17-Aug-2015 15:20|2238|162:20:47|104:41:22|1:55:23|0:12:58||0|2|0|52|40|204|499|419|364|409|250|||||||||||||
EFKON|4591794|NL01K0437|A|SAKETH AUTOMOBILES-TUMKUR|17-Aug-2015 15:20|2238|162:20:47|104:41:22|1:55:23|0:12:58||0|2|0|52|40|204|499|419|364|409|250|||||||||||||
EFKON|4591796|NL01K0437|A|SAKETH AUTOMOBILES-TUMKUR|17-Aug-2015 15:20|2238|162:20:47|104:41:22|1:55:23|0:12:58||0|2|0|52|40|204|499|419|364|409|250|||||||||||||
EFKON|4591795|NL01K0437|A|SAKETH AUTOMOBILES-TUMKUR|17-Aug-2015 15:20|2238|162:20:47|104:41:22|1:55:23|0:12:58||0|2|0|52|40|204|499|419|364|409|250|||||||||||||
EFKON|4591789|NL01K0437|A|SAKETH AUTOMOBILES-TUMKUR|17-Aug-2015 15:20|2238|162:20:47|104:41:22|1:55:23|0:12:58||0|2|0|52|40|204|499|419|364|409|250|||||||||||||
EFKON|4591790|NL01K0437|A|SAKETH AUTOMOBILES-TUMKUR|17-Aug-2015 15:20|2238|162:20:47|104:41:22|1:55:23|0:12:58||0|2|0|52|40|204|499|419|364|409|250|||||||||||||
EFKON|4592924|NL01K0659|A|BIMAL AUTO AGENCY-BANGALORE|17-Aug-2015 10:40|2184|138:15:41|78:55:17|0:32:54|0:20:28||1|7|0|41|289|452|526|389|301|186||||||||||||||
EFKON|4592923|NL01K0659|A|BIMAL AUTO AGENCY-BANGALORE|17-Aug-2015 10:40|2184|138:15:41|78:55:17|0:32:54|0:20:28||1|7|0|41|289|452|526|389|301|186||||||||||||||
EFKON|4592920|NL01K0659|A|GANESH CARS-VELLORE|17-Aug-2015 10:40|2184|138:15:41|78:55:17|0:32:54|0:20:28||1|7|0|41|289|452|526|389|301|186||||||||||||||
EFKON|4592921|NL01K0659|A|GANESH CARS-VELLORE|17-Aug-2015 10:40|2184|138:15:41|78:55:17|0:32:54|0:20:28||1|7|0|41|289|452|526|389|301|186||||||||||||||
EFKON|4592922|NL01K0659|A|GANESH CARS-VELLORE|17-Aug-2015 10:40|2184|138:15:41|78:55:17|0:32:54|0:20:28||1|7|0|41|289|452|526|389|301|186||||||||||||||
EFKON|4592919|NL01K0659|A|GANESH CARS-VELLORE|17-Aug-2015 10:40|2184|138:15:41|78:55:17|0:32:54|0:20:28||1|7|0|41|289|452|526|389|301|186||||||||||||||
EFKON|4592918|NL01K0659|A|GANESH CARS-VELLORE|17-Aug-2015 10:40|2184|138:15:41|78:55:17|0:32:54|0:20:28||1|7|0|41|289|452|526|389|301|186||||||||||||||
EFKON|4596597|NL01K2244|A|COMET MOTORS-SURAT|17-Aug-2015 17:33|1219|94:31:55|59:14:57|5:19:58|1:45:57||0|0|0|27|290|235|355|311||||||||||||||||
EFKON|4596597|NL01K2244|A|KATARIA AUTOMOBILES-KIM|17-Aug-2015 11:59|1144|88:57:14|55:40:22|5:19:58|1:45:57||0|0|0|27|290|235|355|236||||||||||||||||
EFKON|4596597|NL01K2244|A|COMET MOTORS-OLPAD|17-Aug-2015 12:59|1184|89:57:15|55:40:22|5:19:58|1:45:57||0|0|0|27|290|235|355|276||||||||||||||||
EFKON|4589572|NL01K2274|A|A M MOTORS-MALAPPURAM|17-Aug-2015 15:31|2154|206:28:59|148:50:31|2:2:54|0:55:25||0|17|1|51|0|249|356|306|283|401|265|243||||||||||||
EFKON|4589573|NL01K2274|A|A M MOTORS-MALAPPURAM|17-Aug-2015 15:31|2154|206:28:59|148:50:31|2:2:54|0:55:25||0|17|1|51|0|249|356|306|283|401|265|243||||||||||||
EFKON|4589574|NL01K2274|A|A M MOTORS-MALAPPURAM|17-Aug-2015 15:31|2154|206:28:59|148:50:31|2:2:54|0:55:25||0|17|1|51|0|249|356|306|283|401|265|243||||||||||||
EFKON|4589576|NL01K2274|A|A M MOTORS-MALAPPURAM|17-Aug-2015 15:31|2154|206:28:59|148:50:31|2:2:54|0:55:25||0|17|1|51|0|249|356|306|283|401|265|243||||||||||||
EFKON|4589577|NL01K2274|A|A M MOTORS-MALAPPURAM|17-Aug-2015 15:31|2154|206:28:59|148:50:31|2:2:54|0:55:25||0|17|1|51|0|249|356|306|283|401|265|243||||||||||||
EFKON|4589579|NL01K2274|A|A M MOTORS-MALAPPURAM|17-Aug-2015 15:31|2154|206:28:59|148:50:31|2:2:54|0:55:25||0|17|1|51|0|249|356|306|283|401|265|243||||||||||||
EFKON|4589580|NL01K2274|A|A M MOTORS-MALAPPURAM|17-Aug-2015 15:31|2154|206:28:59|148:50:31|2:2:54|0:55:25||0|17|1|51|0|249|356|306|283|401|265|243||||||||||||
EFKON|4589581|NL01K2274|A|A M MOTORS-MALAPPURAM|17-Aug-2015 15:31|2154|206:28:59|148:50:31|2:2:54|0:55:25||0|17|1|51|0|249|356|306|283|401|265|243||||||||||||
EFKON|4589575|NL01K2274|A|A M MOTORS-MALAPPURAM|17-Aug-2015 15:31|2154|206:28:59|148:50:31|2:2:54|0:55:25||0|17|1|51|0|249|356|306|283|401|265|243||||||||||||
EFKON|4589578|NL01K2274|A|A M MOTORS-MALAPPURAM|17-Aug-2015 15:31|2154|206:28:59|148:50:31|2:2:54|0:55:25||0|17|1|51|0|249|356|306|283|401|265|243||||||||||||
EFKON|1116607|NL01K2279|A|INDUS MOTORS-PALAKKAD|17-Aug-2015 18:08|482|107:46:19|97:33:24||||0|31|0|40|0|0|341|101||||||||||||||||
EFKON|4597681|NL01K2288|A|AMAR CARS-BARODA|17-Aug-2015 08:16|970|79:53:11|53:57:33|0:5:0|1:50:36||0|2|0|302|236|354|78|||||||||||||||||
EFKON|4597681|NL01K2288|A|AMAR CARS-KARJAN|17-Aug-2015 08:16|970|79:53:11|53:57:33|0:5:0|1:50:36||0|2|0|302|236|354|78|||||||||||||||||
EFKON|4581364|NL01K2552|M||17-Aug-2015 00:00|||129:5:17|1:5:30|0:44:46||0|12|0|0|49|133|473|333|174|221|5|299||||||||||||
EFKON|1116110|NL01K2554|A|KALYANI MOTORS-BANGALORE|17-Aug-2015 23:28|788|265:12:10|243:47:36||||1|2|0|1|39|225|164|0|0|0|0|11|9|78|262|||||||||
EFKON|4590564|NL01K2555|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 11:16|2179|182:29:48|136:33:54|2:24:9|1:14:49||0|5|1|4|37|252|361|311|286|408|271|247||||||||||||
EFKON|4590565|NL01K2555|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 11:16|2179|182:29:48|136:33:54|2:24:9|1:14:49||0|5|1|4|37|252|361|311|286|408|271|247||||||||||||
EFKON|4590563|NL01K2555|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 11:16|2179|182:29:48|136:33:54|2:24:9|1:14:49||0|5|1|4|37|252|361|311|286|408|271|247||||||||||||
EFKON|4590562|NL01K2555|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 11:16|2179|182:29:48|136:33:54|2:24:9|1:14:49||0|5|1|4|37|252|361|311|286|408|271|247||||||||||||
EFKON|4590561|NL01K2555|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 11:16|2179|182:29:48|136:33:54|2:24:9|1:14:49||0|5|1|4|37|252|361|311|286|408|271|247||||||||||||
EFKON|4590560|NL01K2555|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 11:16|2179|182:29:48|136:33:54|2:24:9|1:14:49||0|5|1|4|37|252|361|311|286|408|271|247||||||||||||
EFKON|4590559|NL01K2555|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 11:16|2179|182:29:48|136:33:54|2:24:9|1:14:49||0|5|1|4|37|252|361|311|286|408|271|247||||||||||||
EFKON|4590558|NL01K2555|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 11:16|2179|182:29:48|136:33:54|2:24:9|1:14:49||0|5|1|4|37|252|361|311|286|408|271|247||||||||||||
EFKON|4590557|NL01K2555|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 11:16|2179|182:29:48|136:33:54|2:24:9|1:14:49||0|5|1|4|37|252|361|311|286|408|271|247||||||||||||
EFKON|4590556|NL01K2555|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 11:16|2179|182:29:48|136:33:54|2:24:9|1:14:49||0|5|1|4|37|252|361|311|286|408|271|247||||||||||||
EFKON|1116633|NL01K2557|A|SAI SERVICES-COCHIN|17-Aug-2015 02:00|609|91:22:11|76:4:0||||0|20|0|242|127|0|170|70||||||||||||||||
EFKON|4597118|NL01K3311|A|SPECTRA MOTORS-THANE|17-Aug-2015 07:25|1274|81:21:33|41:8:44|0:39:22|0:45:2||0|5|1|4|241|556|439|33||||||||||||||||
EFKON|4597118|NL01K3311|A|PARAMOUNT WHEELS-THANE|17-Aug-2015 07:45|1286|81:41:33|41:8:44|0:39:22|0:45:2||0|5|1|4|241|556|439|45||||||||||||||||
EFKON|4597118|NL01K3311|A|SPECTRA MOTORS-THANE|17-Aug-2015 17:00|1314|90:56:58|49:29:38|0:39:22|0:45:2||0|6|1|4|241|556|439|73||||||||||||||||
EFKON|4597520|NL01K3633|P|KATARIA AUTOMOBILES-DABHOI|17-Aug-2015 10:26|||57:16:27|0:41:37|9:34:40||0|5|0|27|288|489|123|||||||||||||||||
EFKON|4597520|NL01K3633|P|KATARIA AUTOMOBILES-DABHOI|17-Aug-2015 10:26|||57:16:27|0:41:37|9:34:40||0|5|0|27|288|489|123|||||||||||||||||
EFKON|4597520|NL01K3633|A|KATARIA AUTOMOBILES-AHMEDABAD|17-Aug-2015 11:16|957|83:45:58|57:16:27|0:41:37|9:34:40||0|5|0|27|288|489|154|||||||||||||||||
EFKON|4598034|NL01K3977|A|POPULAR WHEELERS-AHMEDABAD|17-Aug-2015 09:52|920|70:37:43|45:36:47|0:10:3|2:39:5||0|0|0|19|273|459|169|||||||||||||||||
EFKON|4598034|NL01K3977|A|MANAN AUTO LINK-AHMEDABAD|17-Aug-2015 10:17|932|71:2:43|45:36:47|0:10:3|2:39:5||0|0|0|19|273|459|181|||||||||||||||||
EFKON|4594158|NL01K3988|A|COMET MOTORS-OLPAD|17-Aug-2015 00:27|1163|119:47:40|90:33:5||9:59:39||2|5|1|30|472|298|279|82|2|||||||||||||||
EFKON|4598176|NL01K4803|P|JANTA NAGAR|17-Aug-2015 08:57|||34:31:0|0:5:1|1:36:18||1|3|2|45|389|404|282|||||||||||||||||
EFKON|4593334|NL01K6281|A|POPULR VEHICLES AND SERVICES-THRISSUR|17-Aug-2015 23:40|2132|148:19:36|91:12:24|1:11:24|0:10:36||2|2|1|0|10|341|379|469|427|507||||||||||||||
EFKON|4593333|NL01K6281|A|POPULR VEHICLES AND SERVICES-THRISSUR|17-Aug-2015 23:40|2132|148:19:36|91:12:24|1:11:24|0:10:36||2|2|1|0|10|341|379|469|427|507||||||||||||||
EFKON|4593332|NL01K6281|A|POPULR VEHICLES AND SERVICES-THRISSUR|17-Aug-2015 23:40|2132|148:19:36|91:12:24|1:11:24|0:10:36||2|2|1|0|10|341|379|469|427|507||||||||||||||
EFKON|4593329|NL01K6281|A|POPULR VEHICLES AND SERVICES-THRISSUR|17-Aug-2015 23:40|2132|148:19:36|91:12:24|1:11:24|0:10:36||2|2|1|0|10|341|379|469|427|507||||||||||||||
EFKON|4593331|NL01K6281|A|POPULR VEHICLES AND SERVICES-THRISSUR|17-Aug-2015 23:40|2132|148:19:36|91:12:24|1:11:24|0:10:36||2|2|1|0|10|341|379|469|427|507||||||||||||||
EFKON|4593330|NL01K6281|A|POPULR VEHICLES AND SERVICES-THRISSUR|17-Aug-2015 23:40|2132|148:19:36|91:12:24|1:11:24|0:10:36||2|2|1|0|10|341|379|469|427|507||||||||||||||
EFKON|4593328|NL01K6281|A|POPULR VEHICLES AND SERVICES-THRISSUR|17-Aug-2015 23:40|2132|148:19:36|91:12:24|1:11:24|0:10:36||2|2|1|0|10|341|379|469|427|507||||||||||||||
EFKON|4599091|NL01K8693|P|KATARIA AUTOMOBILES-DABHOI|17-Aug-2015 03:59|||31:52:48|0:10:0|1:29:54||1|1|1|0|503|283|116|||||||||||||||||
EFKON|4599091|NL01K8693|P|KATARIA AUTOMOBILES-DABHOI|17-Aug-2015 03:49|||31:52:48|0:10:0|1:29:54||1|1|1|0|503|283|108|||||||||||||||||
EFKON|4591733|NL01K8895|A|SAGAR AUTOMOBILES-BANGALORE|17-Aug-2015 02:25|2316|149:30:38|87:37:36|0:15:0|||0|25|2|27|50|563|486|162|341|587|100|||||||||||||
EFKON|4591732|NL01K8895|A|R N S MOTORS-BANGALORE|17-Aug-2015 02:25|2316|149:30:38|87:37:36|0:15:0|||0|25|2|27|50|563|486|162|341|587|100|||||||||||||
EFKON|4591736|NL01K8895|A|GANESH CARS-VELLORE|17-Aug-2015 02:25|2316|149:30:38|87:37:36|0:15:0|||0|25|2|27|50|563|486|162|341|587|100|||||||||||||
EFKON|4591730|NL01K8895|A|HERCULES AUTOMOBILES INT-TRIVANDRUM|17-Aug-2015 02:25|2316|149:30:38|87:37:36|0:15:0|||0|25|2|27|50|563|486|162|341|587|100|||||||||||||
EFKON|4591734|NL01K8895|A|SAGAR AUTOMOBILES-BANGALORE|17-Aug-2015 02:25|2316|149:30:38|87:37:36|0:15:0|||0|25|2|27|50|563|486|162|341|587|100|||||||||||||
EFKON|4591735|NL01K8895|A|AMBAL AUTOMABILES-COIMBATORE|17-Aug-2015 02:25|2316|149:30:38|87:37:36|0:15:0|||0|25|2|27|50|563|486|162|341|587|100|||||||||||||
EFKON|4591737|NL01K8895|A|SAKETH AUTOMOBILES-TUMKUR|17-Aug-2015 02:25|2316|149:30:38|87:37:36|0:15:0|||0|25|2|27|50|563|486|162|341|587|100|||||||||||||
EFKON|4591729|NL01K8895|A|POPULAR VEHICLES  AND  SERVICES-CHENNAI|17-Aug-2015 02:25|2316|149:30:38|87:37:36|0:15:0|||0|25|2|27|50|563|486|162|341|587|100|||||||||||||
EFKON|4591731|NL01K8895|A|HERCULES AUTOMOBILES INT-TRIVANDRUM|17-Aug-2015 02:25|2316|149:30:38|87:37:36|0:15:0|||0|25|2|27|50|563|486|162|341|587|100|||||||||||||
EFKON|4597738|NL01L1698|A|STARLINE CARS-MEHSANA|17-Aug-2015 06:59|901|78:18:51|53:18:34|0:5:0|2:51:3||0|2|1|201|215|386|100|||||||||||||||||
EFKON|4595586|NL01L2721|P|GEM MOTORS-HYDERABAD|17-Aug-2015 23:12|||69:9:21|1:20:7|0:22:32||2|9|2|38|29|615|550|663||||||||||||||||
EFKON|4595586|NL01L2721|P|GEM MOTORS-HYDERABAD|17-Aug-2015 23:12|||69:9:21|1:20:7|0:22:32||2|9|2|38|29|615|550|663||||||||||||||||
EFKON|4595586|NL01L2721|A|SAI SERVICE STATION-HYDERABAD|17-Aug-2015 23:07|1893|120:18:29|69:9:21|1:20:7|0:22:32||2|9|2|38|29|615|550|661||||||||||||||||
EFKON|4598254|NL01L3342|A|MUNDRA PORT-MUNDRA|17-Aug-2015 20:56|1135|76:18:59|46:13:39||2:4:58||0|0|0|26|289|389|430|||||||||||||||||
EFKON|4599582|NL01L6952|P|KATARIA AUTOMOBILES-DABHOI|17-Aug-2015 03:50|||27:5:48|0:15:0|1:17:46||0|5|2|421|390|110||||||||||||||||||
EFKON|4599582|NL01L6952|A|POPULAR WHEELERS-AHMEDABAD|17-Aug-2015 02:32|869|47:12:22|26:51:47|0:15:0|1:17:46||0|5|2|421|390|57||||||||||||||||||
EFKON|4599582|NL01L6952|P|KATARIA AUTOMOBILES-DABHOI|17-Aug-2015 04:00|||27:6:7|0:15:0|1:17:46||0|5|2|421|390|117||||||||||||||||||
EFKON|4599582|NL01L6952|P|KATARIA AUTOMOBILES-DABHOI|17-Aug-2015 04:00|||27:6:7|0:15:0|1:17:46||0|5|2|421|390|117||||||||||||||||||
EFKON|4600480|NL01L8805|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 14:19|56|16:25:13|13:6:9||||0|0|0|27|29|||||||||||||||||||
EFKON|4600482|NL01L8805|A|KALYANI MOTORS-BANGALORE|17-Aug-2015 14:19|56|16:25:13|13:6:9||||0|0|0|27|29|||||||||||||||||||
EFKON|4600479|NL01L8805|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 14:19|56|16:25:13|13:6:9||||0|0|0|27|29|||||||||||||||||||
EFKON|4600483|NL01L8805|A|AMBAL AUTOMABILES-COIMBATORE|17-Aug-2015 14:19|56|16:25:13|13:6:9||||0|0|0|27|29|||||||||||||||||||
EFKON|4600481|NL01L8805|A|POPULAR VEHICLES AND SERVICES-KOTTAYAM|17-Aug-2015 14:19|56|16:25:13|13:6:9||||0|0|0|27|29|||||||||||||||||||
EFKON|4600515|NL01L9202|A|MANESAR PLANT|17-Aug-2015 04:16|13|0:24:32|0:7:59||||0|1|0|13||||||||||||||||||||
EFKON|4600707|NL01L9203|A|MANESAR PLANT|17-Aug-2015 15:06|25|0:50:38|0:5:0||||0|0|0|25||||||||||||||||||||
EFKON|4600503|NL01L9204|A|MANESAR PLANT|17-Aug-2015 02:07|24|0:56:8|0:25:12||||0|1|0|24||||||||||||||||||||
EFKON|4600490|NL01L9206|A|MANESAR PLANT|17-Aug-2015 00:08|18|1:2:12|0:44:7||||0|8|1|18|0|||||||||||||||||||
EFKON|4600511|NL01L9206|A|MANESAR PLANT|17-Aug-2015 04:09|15|0:28:57|0:14:55||||0|3|1|15||||||||||||||||||||
EFKON|4600513|NL01L9209|A|MANESAR PLANT|17-Aug-2015 04:18|16|0:27:5|||||0|0|0|16||||||||||||||||||||
EFKON|4600497|NL01L9211|A|MANESAR PLANT|17-Aug-2015 02:12|19|1:58:50|1:25:1||||0|3|0|19||||||||||||||||||||
EFKON|4600761|NL01L9211|A|MANESAR PLANT|17-Aug-2015 16:02|15|0:29:52|||||0|2|0|15||||||||||||||||||||
EFKON|4600519|NL01L9212|A|MANESAR PLANT|17-Aug-2015 04:25|15|0:30:19|0:10:0||||0|2|0|15||||||||||||||||||||
EFKON|4596713|NL01L9542|A|AMAR CARS-VADODARA|17-Aug-2015 05:18|1004|80:55:8|55:28:32|0:5:0|7:26:11||0|0|2|5|34|435|443|88||||||||||||||||
EFKON|4596806|NL01L9542|A|AMAR CARS-VADODARA|17-Aug-2015 05:18|1004|80:25:8|55:28:32|0:5:0|7:26:11||0|0|2|5|34|435|443|88||||||||||||||||
EFKON|4599090|NL01L9545|A|KATARIA AUTOMOBILES-VADODARA|17-Aug-2015 12:20|988|62:29:4|41:40:41|0:47:44|7:45:38||0|8|0|10|291|496|191|||||||||||||||||
EFKON|4599094|NL01L9552|A|KATARIA AUTOMOBILES-BARDOLI|17-Aug-2015 17:16|1181|67:23:39|40:14:34||6:12:56||3|10|1|10|288|466|417|||||||||||||||||
EFKON|4597887|NL01L9553|A|TANU MOTORS-DEESA|17-Aug-2015 09:08|795|79:36:50|61:52:23|0:3:45|3:51:0||0|4|0|5|297|415|78|||||||||||||||||
EFKON|4597887|NL01L9553|A|TANU MOTORS-PALANPUR|17-Aug-2015 09:11|798|79:38:50|61:52:23|0:3:45|3:51:0||0|4|0|5|297|415|81|||||||||||||||||
EFKON|4598719|NL01L9554|A|KATARIA AUTOMOBILES-VAPI|17-Aug-2015 14:35|1281|67:33:28|34:14:42|0:6:4|5:24:15||1|17|1|27|289|495|470|||||||||||||||||
EFKON|4598719|NL01L9554|A|KATARIA AUTOMOBILES-SILVASSA|17-Aug-2015 14:11|1261|67:9:17|34:14:39|0:6:4|5:24:15||1|17|1|27|289|495|450|||||||||||||||||
EFKON|4598719|NL01L9554|A|KATARIA AUTOMOBILES-VAPI|17-Aug-2015 14:35|1281|67:33:28|34:14:42|0:6:4|5:24:15||1|17|1|27|289|495|470|||||||||||||||||
EFKON|4597536|NL01L9557|A|KATARIA AUTOMOBILES-SURAT|17-Aug-2015 12:23|1195|84:49:42|65:14:58|0:21:19|4:14:48||0|206|1|0|26|292|502|376||||||||||||||||
EFKON|4587768|NL01L9718|A|BIMAL AUTO AGENCY-GUWAHATI|17-Aug-2015 04:46|2084|219:30:57|155:56:8||||0|4|3|47|489|387|533|215|212|0|0|171|30|||||||||||
EFKON|4585932|NL02D7683|A|RAMLAL DURGADUTT MOTORS-NAGAON|17-Aug-2015 19:04|2187|257:48:7|190:27:30||||0|0|4|104|388|356|297|388|53|298|143|0|56|104||||||||||
EFKON|1115385|NL02D7770|M||17-Aug-2015 00:00|||||||0|0|0|||||||||||||||||||||
EFKON|4562489|NL02G0101|M||17-Aug-2015 00:00|||149:24:43|0:2:21|||1|0|0|44|19|1|0|19|66|1094|0|||||||||||||
EFKON|4575851|NL02G0953|M||17-Aug-2015 00:00|||147:29:51||1:52:9||0|1|2|4|0|1154|0|0|0|146|588|172||||||||||||
EFKON|4591699|NL02G0991|A|CHOWGULE INDUSTRIES-PUNE|17-Aug-2015 05:14|1441|152:23:35|111:51:21|0:25:0|0:38:40||0|4|2|0|5|58|358|495|277|138|109|||||||||||||
EFKON|4591699|NL02G0991|A|WONDER CARS-PUNE|17-Aug-2015 05:01|1432|152:10:1|111:49:53|0:25:0|0:38:40||0|4|2|0|5|58|358|495|277|138|100|||||||||||||
EFKON|4591699|NL02G0991|A|CHOWGULE INDUSTRIES-PUNE|17-Aug-2015 16:43|1474|163:52:40|113:42:6|0:25:0|0:38:40||0|4|2|0|5|58|358|495|277|138|141|||||||||||||
EFKON|4593745|NL02G1514|A|SURAKSHAA CAR CARE-BANGALORE|17-Aug-2015 18:00|2201|139:24:50|74:47:54|1:48:5|0:5:0||0|5|2|313|334|517|301|336|399|||||||||||||||
EFKON|4593747|NL02G1514|A|R N S MOTORS-BANGALORE|17-Aug-2015 18:00|2201|139:24:50|74:47:54|1:48:5|0:5:0||0|5|2|313|334|517|301|336|399|||||||||||||||
EFKON|4593746|NL02G1514|A|ABT-CHENNAI|17-Aug-2015 18:00|2201|139:24:50|74:47:54|1:48:5|0:5:0||0|5|2|313|334|517|301|336|399|||||||||||||||
EFKON|4593750|NL02G1514|A|KHIVRAJ MOTORS-MADRAS|17-Aug-2015 18:00|2201|139:24:50|74:47:54|1:48:5|0:5:0||0|5|2|313|334|517|301|336|399|||||||||||||||
