S.No,New Device Number,NewMobileNumber,NewInstallation,INSTALLEDON,VehicleNumber,TransporterName,01-AUG'-15,02-AUG'-15,03-AUG'-15,04-AUG'-15,05-AUG'-15,06-AUG'-15,07-AUG'-15,08-AUG'-15,09-AUG'-15,10-AUG'-15,11-AUG'-15,12-AUG'-15,13-AUG'-15,14-AUG'-15,15-AUG'-15,16-AUG'-15,17-AUG'-15,18-AUG'-15,19-AUG'-15,20-AUG'-15,21-AUG'-15,22-AUG'-15,23-AUG'-15,24-AUG'-15,25-AUG'-15,26-AUG'-15,27-AUG'-15,28-AUG'-15,29-AUG'-15,30-AUG'-15,31-AUG'-15,R,P,UM,UI,N,UI+N,BILLING YES/NO,Remark
1069,QCQ1305937,8879613094,OL001/01102,10-Jan-12,NL01G7383,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
1070,QCQ1204331,8879690331,OL001/01103,10-Jan-12,HR69B6991,VINODROADLINESPVTLTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
1071,QCQ1102056,8879613420,OL001/01104,10-Jan-12,RJ09GA9695,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1072,QCQ1101000,8879442893,OL001/01105,10-Jan-12,HR47C1875,SUSHILATRANSPORTPVT.LTD,P,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,26,5,0,0,0,0,YES,
1073,QCQ1103235,8879677855,OL001/01106,10-Jan-12,HR55C2176,TVS RHR FINISHED VEHILCES LOGISTICS,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,0,0,31,0,0,0,YES,
1074,QCQ1101513,8879612869,OL001/01107,10-Jan-12,HR55J5731,Chetak International Private Limited,R,R,P,R,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28,3,0,0,0,0,YES,
1075,QCQ1101145,8879612495,OL001/01108,10-Jan-12,RJ14GD4460,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
1076,QCQ1100554,8879442442,OL001/01109,10-Jan-12,RJ14GD1912,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1077,QCQ1204709,8879676878,OL001/01110,10-Jan-12,RJ14GC3740,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1078,QCQ1102915,8879614291,OL001/01111,10-Jan-12,HR55M7618,Chetak Supply Chain Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1079,QCQ1102490,8879613861,OL001/01112,10-Jan-12,RJ14GC8415,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1080,QCQ1102450,8879613821,OL001/01113,10-Jan-12,RJ14GD5861,SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1081,QCQ1100849,8879442740,OL001/01114,10-Jan-12,HR55J5625,Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1082,QCQ1101951,8879613313,OL001/01115,10-Jan-12,NL01G8532,VINODROADLINESPVTLTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
1083,QCQ1100566,8879442454,OL001/01116,10-Jan-12,RJ14GD5801,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1084,QCQ1101845,8879613206,OL001/01117,10-Jan-12,HR55J5716,Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1085,QCQ1101070,8879612420,OL001/01118,10-Jan-12,NL01G6076,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1086,QCQ1102209,8879613575,OL001/01119,10-Jan-12,NL01K7600,KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1087,QCQ1204406,8879645782,OL001/01120,10-Jan-12,NL02G3215,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1088,QCQ1101746,8879613105,OL001/01121,10-Jan-12,NL01G4821,KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1089,QCQ1102313,8879613681,OL001/01122,10-Jan-12,NL02G9007,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1090,QCQ1102955,8879614332,OL001/01123,10-Jan-12,HR55U9332,Chetak Cargo private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1091,QCQ1101945,8879613307,OL001/01124,10-Jan-12,HR63A0719,AXISCARRIERSANDLOGISTICSPVT.LTD,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,0,0,31,0,0,0,YES,
1092,QCQ1204115,8879678861,OL001/01125,10-Jan-12,HR55K3240,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1093,QCQ1204553,8879676952,OL001/01126,11-Jan-12,RJ14GD4771,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1094,QCQ1102093,8879613458,OL001/01127,11-Jan-12,HR55M3103,ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
1095,QCQ1204397,8879690397,OL001/01128,11-Jan-12,HR55M1954,ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1096,QCQ1101668,9167240092,OL001/01129,11-Jan-12,RJ14GD5800,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1097,QCQ1204580,8879676979,OL001/01130,11-Jan-12,HR55J0507,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1098,QCQ1101642,8879612999,OL001/01131,11-Jan-12,HR55H4383,AXISCARRIERSANDLOGISTICSPVT.LTD,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
1099,QCQ1101607,8879612964,OL001/01132,11-Jan-12,HR55H4067,SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1100,QCQ1102159,8879613525,OL001/01133,11-Jan-12,HR55C1811,TVS RHR FINISHED VEHILCES LOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1101,QCQ1100345,8879442221,OL001/01134,11-Jan-12,HR38P5449,Chetak International Private Limited,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,1,30,0,0,0,0,YES,
1102,QCQ1103373,9440691253,OL001/01135,11-Jan-12,HR55C1552,TVS RHR FINISHED VEHILCES LOGISTICS,UM,UM,UM,UM,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,27,0,4,0,0,0,YES,
1103,QCQ1102191,8879613557,OL001/01136,11-Jan-12,HR55U8492,Chetak Cargo private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1104,QCQ1102180,8879613546,OL001/01137,11-Jan-12,NL01G5622,AXISCARRIERSANDLOGISTICSPVT.LTD,R,P,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,29,2,0,0,0,0,YES,
1105,QCQ1204398,8879690398,OL001/01138,11-Jan-12,NL01G7072,AXISCARRIERSANDLOGISTICSPVT.LTD,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,27,4,0,0,0,0,YES,
1106,QCQ1204809,8879697934,OL001/01139,11-Jan-12,RJ09GA9041,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1107,QCQ1203613,8879678252,OL001/01140,11-Jan-12,HR55J5720,Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1108,QCQ1204529,8879676928,OL001/01141,11-Jan-12,HR55G8865,VINODROADLINESPVTLTD,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,0,0,31,0,0,0,YES,
1109,QCQ1102404,8879613773,OL001/01142,11-Jan-12,HR55J5743,Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1110,QCQ1100441,8879442326,OL001/01143,11-Jan-12,MH18M6124,KISHORETRANSPORT,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
1111,QCQ1100104,8879460119,OL001/01145,11-Jan-12,HR55K3731,Chetak Supply Chain Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1112,QCQ1103381,8879677840,OL001/01146,11-Jan-12,HR55K3759,Chetak Cargo private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1113,QCQ1101761,8879613120,OL001/01147,11-Jan-12,RJ14GB1932,SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,P,P,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,7,24,0,0,0,0,YES,
1114,QCQ1102252,8879613620,OL001/01148,11-Jan-12,HR38K9028,AXISCARRIERSANDLOGISTICSPVT.LTD,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,0,0,31,0,0,0,YES,
1115,QCQ1101701,8879613059,OL001/01149,12-Jan-12,KA534171,KISHORETRANSPORT,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
1116,QCQ1203513,9440674960,OL001/01150,12-Jan-12,HR55J4585,Chetak Supply Chain Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1117,QCQ1101821,8879613181,OL001/01151,12-Jan-12,NL01D3491,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1118,QCQ1203768,8879678409,OL001/01153,12-Jan-12,HR55J5614,Chetak Supply Chain Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1119,QCQ1204350,8879690350,OL001/01154,12-Jan-12,HR55J5610,Chetak Supply Chain Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1120,QCQ1103423,8879678060,OL001/01155,12-Jan-12,OR05AA3851,BHARATCARRIERSLTD,R,R,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,5,26,0,0,0,0,YES,
1121,QCQ1102141,8879613507,OL001/01156,12-Jan-12,NL01D5127,BHARATCARRIERSLTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
1122,EEB1500091,7506928952,OL001/01157,12-Jan-12,RJ09GB1554,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1123,QCQ1204766,8879697889,OL001/01158,12-Jan-12,RJ14GD4022,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1124,QCQ1100460,8879442346,OL001/01159,12-Jan-12,NL01G4214,KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1125,QCQ1102782,8879614157,OL001/01160,12-Jan-12,NL01G7006,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1126,QCQ1204198,8879679046,OL001/01161,12-Jan-12,NL01G6083,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1127,QCQ1102170,8879442473,OL001/01162,12-Jan-12,NL02K2224,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1128,QCQ1204468,8879690469,OL001/01163,12-Jan-12,HR55L3243,VINODROADLINESPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1129,QCQ1305931,8879613364,OL001/01164,12-Jan-12,RJ09GA9602,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1130,QCQ1102090,8879613454,OL001/01165,12-Jan-12,NL02G0127,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1131,QCQ1204339,8879690339,OL001/01166,12-Jan-12,NL02G1540,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1132,QCQ1101441,8879612796,OL001/01168,12-Jan-12,NL02G4067,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7,0,0,0,24,24,NO,
1133,QCQ1100412,8879442295,OL001/01169,12-Jan-12,NL01G7002,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1134,QCQ1101469,8879612825,OL001/01170,12-Jan-12,HR55U3284,Chetak Supply Chain Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1135,QCQ1102811,8879614186,OL001/01171,12-Jan-12,NL01G7057,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1136,QCQ1102552,8879613924,OL001/01167,12-Jan-12,HR55J5713,Chetak International Private Limited,R,R,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,5,26,0,0,0,0,YES,
1137,QCQ1203844,8879442543,OL001/01172,13-Jan-12,NL01G8551,AXISCARRIERSANDLOGISTICSPVT.LTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
1138,EEB1500147,7506928924,OL001/01173,13-Jan-12,HR38M7104,ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1139,QCQ1100988,8879787676,OL001/01174,13-Jan-12,HR55E9661,ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1140,QCQ1204812,8879689970,OL001/01175,13-Jan-12,NL01K5517,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1141,QCQ1100887,8879442778,OL001/01176,13-Jan-12,NL01G7068,AXISCARRIERSANDLOGISTICSPVT.LTD,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,31,31,NO,
1142,QCQ1101781,8879613141,OL001/01177,13-Jan-12,NL02K2228,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1143,QCQ1102275,8879613643,OL001/01178,13-Jan-12,HR55K2615,AXISCARRIERSANDLOGISTICSPVT.LTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
1144,QCQ1100932,8879442825,OL001/01179,13-Jan-12,MH06AQ272,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1145,QCQ1101072,8879787660,OL001/01180,13-Jan-12,MH04DK4055,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1146,QCQ1102323,8879613691,OL001/01181,13-Jan-12,NL02G2597,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1147,QCQ1204588,8879676987,OL001/01182,13-Jan-12,HR55K1450,Chetak Cargo private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1148,QCQ1102697,8879613536,OL001/01183,13-Jan-12,MH04EY8518,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1149,QCQ1102911,8879614287,OL001/01184,13-Jan-12,MH04EY6532,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1150,QCQ1103479,8879678135,OL001/01185,13-Jan-12,RJ29GA0855,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1151,QCQ1102037,8879613401,OL001/01186,13-Jan-12,MH18M7333,KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1152,QCQ1204567,8879676966,OL001/01187,13-Jan-12,NL01G4076,KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1153,QCQ1101979,8879613342,OL001/01188,13-Jan-12,NL01G5804,KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1154,QCQ1102288,8879613656,OL001/01189,13-Jan-12,NL01G4222,KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1155,QCQ1102587,8879613959,OL001/01190,13-Jan-12,HR55J5729,Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1156,QCQ1102177,8879613543,OL001/01191,13-Jan-12,OR05AA6104,BHARATCARRIERSLTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
1157,QCQ1101030,8879442924,OL001/01192,13-Jan-12,HR46M0001,PRIYALOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,9,22,0,0,0,0,YES,
1158,QCQ1204428,8879690429,OL001/01193,13-Jan-12,NL01K2559,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1159,QCQ1101357,8879612711,OL001/01194,13-Jan-12,MH04EY9479,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1160,EEB1500368,7506932846,OL001/01195,13-Jan-12,HR55J5724,Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1161,QCQ1101566,8879612923,OL001/01196,13-Jan-12,HR55J5741,Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1162,QCQ1102197,8879613563,OL001/01197,13-Jan-12,RJ09GB0350,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1163,QCQ1101664,8879613022,OL001/01198,13-Jan-12,HR55J8221,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
1164,QCQ1101317,8879612670,OL001/01200,14-Jan-12,MH04DS9774,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1165,QCQ1101963,8879613325,OL001/01201,14-Jan-12,HR55J4114,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1166,QCQ1102392,8879678217,OL001/01202,14-Jan-12,RJ14GC9816,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
1167,QCQ1100295,8879787670,OL001/01203,14-Jan-12,NL01K2557,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
